angle/°	t/ms	timer1/ms	timer2/ms	Date	DateOA	Counter1	Counter2	Counter3	Counter4	dt/ms	dtimer1/ms	dtimer2/ms	dCounter1	dCounter2	dCounter3	dCounter4	Ticks1	Ticks2	Ticks3	Ticks4	dTicks1	dTicks2	dTicks3	dTicks4
225	599996.20435	0	599987	2025-03-19_06:11:33	45735.2580208333	1086628	1601250	3860	4978	1	20	20	1042.41450488757	1265.40507348438	62.1288982680363	70.5549431294505	1811.08590686132	2668.80782416952	6.43347272524238	8.29684643167269	1.73844371530677	2.11092957886737	0.103550629439701	0.117594444981727
202.5	599995.9001	0	599987	2025-03-19_06:21:49	45735.2651504630	1101473	1602737	4145	5352	1	20	20	1049.51083843856	1265.99249602831	64.3816744112795	73.1573646326875	1835.82810960904	2671.28621120124	6.90848301713204	8.92019327085420	1.75029275043966	2.11191124990656	0.107305362739897	0.121931945463854
180	599995.91345	0	599987	2025-03-19_06:32:06	45735.2722916667	1116543	1602367	4258	5496	1	20	20	1056.66598317538	1265.84635718558	65.2533524043018	74.1350119714025	1860.94532048194	2670.66953117318	7.09682043110934	9.16019847096687	1.76224028198812	2.11166702978921	0.10875820104642	0.123561407730116
157.5	599996.0762	0	599988	2025-03-19_06:42:22	45735.2794212963	1122842	1605901	4172	5406	1	20	20	1059.64239250796	1267.24149237626	64.5910210478206	73.5255057786072	1871.44076214858	2676.55519777062	6.95347240278139	9.01018020360407	1.76720737580533	2.11399498822360	0.107654104350868	0.122545328587757
135	599995.8426	0	599988	2025-03-19_06:52:38	45735.2865509259	1123133	1604315	3968	5127	1	20	20	1059.77969408741	1266.61556914480	62.9920629920945	71.6030725597722	1871.92577184877	2673.91181156956	6.61346560264539	8.54517090341807	1.76743664445096	2.11294897311524	0.104989102882057	0.119341181018717
112.5	599996.31995	0	599988	2025-03-19_07:02:55	45735.2936921296	1122596	1601762	3822	4936	1	20	20	1059.52630925334	1265.60736407466	61.8223260642949	70.2566722810012	1871.03075394841	2669.65672646786	6.37012740254805	8.22683120329073	1.76701353798642	2.11126411136231	0.103039489687814	0.117097116855423
90	599995.92735	0	599987	2025-03-19_07:13:11	45735.3008217593	1116131	1603640	3884	4876	1	20	20	1056.47101238037	1266.34908299410	62.3217458035315	69.8283610003844	1860.25863893718	2672.79124381028	6.47347359192783	8.12684274825955	1.76191471930328	2.11250716130838	0.103872051037259	0.11638343858383
90	599996.15535	0	599986	2025-03-19_07:23:16	45735.3078240741	1115050	1602259	3689	4732	1	20	20	1055.95927951792	1265.80369726115	60.7371385562409	68.7895340876794	1858.46003073405	2670.49397819282	6.14847679779195	7.88685069318284	1.76106316644620	2.11159926429229	0.101231133791978	0.114652200111208
112.5	599996.27905	0	599988	2025-03-19_07:33:32	45735.3149537037	1121615	1602427	3873	4937	1	20	20	1059.06326534348	1265.87005652239	62.2334315300064	70.2637886823647	1869.39572124776	2670.76508196831	6.45512910258205	8.22849790329140	1.76624034007498	2.11170310911950	0.103724683561703	0.11710897785917
135	599996.12755	0	599988	2025-03-19_07:43:49	45735.3220949074	1122568	1602857	4175	5246	1	20	20	1059.51309571897	1266.03988878708	64.6142399166004	72.4292758489273	1870.98408634839	2671.48176296859	6.95847250278339	8.74350820349740	1.76699147380406	2.11198692409666	0.107692803508672	0.120718225944792
157.5	599995.8677	0	599988	2025-03-19_07:54:06	45735.3292361111	1122855	1599168	4304	5518	1	20	20	1059.64852663513	1264.58214442558	65.6048778674269	74.2832417170926	1871.46242924858	2665.33330666613	7.17347680286939	9.19685060367874	1.76721761867877	2.10955082301682	0.10934391144834	0.123808258573933
180	599995.57695	0	599986	2025-03-19_08:04:23	45735.3363773148	1116599	1603116	4315	5592	1	20	20	1056.69248128299	1266.14217211181	65.6886595996600	74.7796763833597	1861.04175764101	2671.92234485471	7.19183447613778	9.32021747174101	1.76228746945590	2.11216490805473	0.109483916419941	0.124636089357699
202.5	599995.93715	0	599988	2025-03-19_08:14:40	45735.3435185185	1099986	1602923	4166	5334	1	20	20	1048.80217391079	1266.06595404821	64.5445582524197	73.0342385460409	1833.34666693334	2671.59176516864	6.94347220277739	8.89017780355607	1.74910653266544	2.11203048304319	0.107576664271647	0.121726526162475
225	599996.0605	0	599987	2025-03-19_08:24:56	45735.3506481481	1088581	1603110	3878	5072	1	20	20	1043.35085182311	1266.13980270743	62.2735899077611	71.2179752590594	1814.34097738784	2671.90789133765	6.46347337525646	8.45351649285735	1.74000715492594	2.11215742180700	0.103791788952795	0.118699531729689
247.5	599995.54505	0	599986	2025-03-19_08:35:13	45735.3577893519	1078640	1601239	3668	4671	1	20	20	1038.57594811357	1265.40072704262	60.5640157189069	68.3447144993671	1797.77528142323	2668.79393852523	6.11347598110623	7.78518165423860	1.73203733361488	2.11092583985604	0.100942587227945	0.11391081102217
270	599996.04	0	599987	2025-03-19_08:45:30	45735.3649305556	1071757	1602484	3579	4572	1	20	20	1035.25697292991	1265.89257048140	59.8247440445841	67.6165660175079	1786.30036984135	2670.86453539827	5.96512924446696	7.62016510357724	1.72649278985163	2.11174425918248	0.0997102653910057	0.112697004719786
